year,ncessch,ncessch_num,leaid,fips,grade,race,sex,enrollment
2017,720003001325,720003001325,7200030,72,6,5,99,0.0
1998,61839002258,61839002258,618390,6,1,1,2,0.0
1999,340000900178,340000900178,3400009,34,99,3,1,13.0
2000,290100002281,290100002281,2901000,29,9,4,99,0.0
2004,274066500038,274066500038,2740665,27,9,2,1,0.0
2016,362754003745,362754003745,3627540,36,2,6,1,0.0
1999,411004000880,411004000880,4110040,41,1,3,2,0.0
2000,120015000079,120015000079,1200150,12,2,99,1,63.0
2017,360008705550,360008705550,3600087,36,15,99,99,0.0
2008,40497000418,40497000418,404970,4,4,5,2,7.0
2009,370111002758,370111002758,3701110,37,5,6,1,-2.0
2017,360015204312,360015204312,3600152,36,12,4,99,195.0
2005,210027000044,210027000044,2100270,21,5,4,2,1.0
2009,340234000002,340234000002,3402340,34,1,4,99,1.0
1999,510201000874,510201000874,5102010,51,6,5,2,0.0
2011,231152000476,231152000476,2311520,23,0,4,99,0.0
2013,260021401153,260021401153,2600214,26,7,7,99,5.0
2013,480007613035,480007613035,4800076,48,2,5,2,0.0
2018,590003000106,590003000106,5900030,59,7,99,9,0.0
2012,370005002366,370005002366,3700050,37,99,3,99,10.0
2013,481977000019,481977000019,4819770,48,99,4,2,0.0
2006,261014004506,261014004506,2610140,26,0,3,99,4.0
2007,61422001632,61422001632,614220,6,4,4,99,10.0
2002,64214006894,64214006894,642140,6,2,4,2,0.0
2000,550702000758,550702000758,5507020,55,7,99,99,266.0
2018,250351000476,250351000476,2503510,25,5,9,99,0.0
2000,250005201250,250005201250,2500052,25,1,3,2,-1.0
2005,62949004540,62949004540,629490,6,7,99,1,116.0
2008,362820003810,362820003810,3628200,36,0,5,1,0.0
2016,62271002986,62271002986,622710,6,4,7,99,0.0
2012,450072000030,450072000030,4500720,45,0,1,2,28.0
2008,62583003872,62583003872,625830,6,99,6,1,0.0
2016,361188000953,361188000953,3611880,36,3,6,2,
2009,340244000121,340244000121,3402440,34,6,6,1,0.0
2008,370342002872,370342002872,3703420,37,7,3,1,0.0
2009,470333001414,470333001414,4703330,47,8,99,2,21.0
2000,422511002234,422511002234,4225110,42,6,1,99,0.0
2008,280177000959,280177000959,2801770,28,8,4,1,0.0
2015,80738001269,80738001269,807380,8,99,2,2,2.0
1991,330390000178,330390000178,3303900,33,99,99,99,259.0
1998,340234000040,340234000040,3402340,34,6,1,1,-1.0
2005,190897000589,190897000589,1908970,19,-1,4,99,2.0
2013,360000404544,360000404544,3600004,36,99,6,99,0.0
1999,191366002065,191366002065,1913660,19,7,5,99,0.0
2009,341671005424,341671005424,3416710,34,15,2,1,0.0
2017,360816000601,360816000601,3608160,36,6,99,1,0.0
2014,350280000674,350280000674,3502800,35,5,5,2,64.0
2002,10192001680,10192001680,101920,1,2,5,1,0.0
2009,174169003610,174169003610,1741690,17,5,2,1,8.0
2011,260723001172,260723001172,2607230,26,11,6,2,0.0
2016,362490003451,362490003451,3624900,36,2,99,99,54.0
1998,540030000183,540030000183,5400300,54,2,4,99,0.0
2017,250711001075,250711001075,2507110,25,15,99,99,0.0
2016,440002400484,440002400484,4400024,44,8,4,2,0.0
2011,292892003199,292892003199,2928920,29,99,99,99,280.0
1989,362058002394,362058002394,3620580,36,99,3,99,474.0
2017,720003000279,720003000279,7200030,72,11,6,1,
2011,190912001207,190912001207,1909120,19,7,5,2,0.0
2009,551236001644,551236001644,5512360,55,11,6,2,-2.0
2018,530819002051,530819002051,5308190,53,1,7,99,0.0
2008,421170000370,421170000370,4211700,42,5,4,2,0.0
2006,484404009069,484404009069,4844040,48,5,2,1,0.0
2008,20002000018,20002000018,200020,2,12,7,1,0.0
2015,62061002475,62061002475,620610,6,7,6,2,0.0
2015,200387000409,200387000409,2003870,20,2,2,2,0.0
2014,480006107793,480006107793,4800061,48,99,2,2,3.0
2011,240009000158,240009000158,2400090,24,3,5,99,0.0
2014,40540000447,40540000447,405400,4,99,4,1,0.0
2014,120117001206,120117001206,1201170,12,2,1,2,21.0
2005,40015001793,40015001793,400150,4,11,2,99,0.0
2015,362121002997,362121002997,3621210,36,15,6,2,-1.0
2005,421917000409,421917000409,4219170,42,9,99,1,241.0
1999,720003001707,720003001707,7200030,72,10,4,99,0.0
2017,361095000874,361095000874,3610950,36,9,2,1,8.0
2011,201014001669,201014001669,2010140,20,2,3,2,11.0
2013,192013001184,192013001184,1920130,19,1,3,1,6.0
2013,40123000069,40123000069,401230,4,99,5,1,0.0
2004,590000600031,590000600031,5900006,59,2,4,2,-1.0
2012,720003000213,720003000213,7200030,72,4,4,1,0.0
2016,291640002376,291640002376,2916400,29,7,99,99,52.0
2016,62271003187,62271003187,622710,6,99,99,9,0.0
2013,480744000012,480744000012,4807440,48,3,1,2,34.0
2016,160003000829,160003000829,1600030,16,7,3,99,29.0
2010,551281001699,551281001699,5512810,55,9,7,2,1.0
1994,470399001654,470399001654,4703990,47,99,99,99,347.0
1999,61336001523,61336001523,613360,6,15,2,2,1.0
2016,261983005643,261983005643,2619830,26,2,4,99,1.0
2003,271722000796,271722000796,2717220,27,4,99,1,26.0
2007,120138001354,120138001354,1201380,12,1,3,2,1.0
2009,341650005746,341650005746,3416500,34,99,1,99,238.0
2014,470180000611,470180000611,4701800,47,99,4,1,0.0
2004,390434800027,390434800027,3904348,39,5,99,2,16.0
2011,64251012191,64251012191,642510,6,10,6,99,0.0
2008,231416000027,231416000027,2314160,23,2,6,99,0.0
2006,231068000344,231068000344,2310680,23,11,5,2,0.0
2014,360246000031,360246000031,3602460,36,4,7,2,0.0
2008,220069000498,220069000498,2200690,22,8,3,99,2.0
1995,62676004057,62676004057,626760,6,12,99,99,59.0
2016,80690001178,80690001178,806900,8,2,3,99,7.0
2013,483702004138,483702004138,4837020,48,10,5,2,2.0
2011,110003200247,110003200247,1100032,11,5,99,1,7.0
1996,420318000742,420318000742,4203180,42,8,99,99,40.0
1994,60744000695,60744000695,607440,6,99,2,99,16.0
2015,551023001337,551023001337,5510230,55,4,5,99,0.0
2016,240048090452,240048090452,2400480,24,4,3,2,8.0
2004,362022001855,362022001855,3620220,36,99,3,1,4.0
2008,280383001163,280383001163,2803830,28,99,4,1,1.0
2008,293066002112,293066002112,2930660,29,1,2,99,43.0
2008,61776002196,61776002196,617760,6,3,5,1,0.0
1993,300528000146,300528000146,3005280,30,99,2,99,0.0
2018,280018801442,280018801442,2800188,28,5,3,1,
2007,210299000706,210299000706,2102990,21,4,3,99,3.0
2014,220189001436,220189001436,2201890,22,12,5,1,0.0
2001,390467102628,390467102628,3904671,39,99,4,1,0.0
1998,421035007203,421035007203,4210350,42,99,99,2,0.0
2009,250870001395,250870001395,2508700,25,4,5,99,1.0
1996,10054000237,10054000237,100540,1,3,99,99,71.0
2010,370297001210,370297001210,3702970,37,5,5,1,0.0
2009,390447504323,390447504323,3904475,39,6,2,99,241.0
2000,422046000712,422046000712,4220460,42,10,3,99,0.0
2015,120099004104,120099004104,1200990,12,99,1,1,1.0
1999,530000300596,530000300596,5300003,53,2,99,99,81.0
2015,291530000696,291530000696,2915300,29,-1,3,99,0.0
1992,180477000817,180477000817,1804770,18,99,2,99,156.0
2001,174386004352,174386004352,1743860,17,99,4,99,3.0
2006,64119001249,64119001249,641190,6,4,2,99,0.0
2010,482475002769,482475002769,4824750,48,99,1,2,3.0
2002,62271003012,62271003012,622710,6,5,3,99,138.0
2001,60002710280,60002710280,600027,6,11,3,2,91.0
2018,90288000604,90288000604,902880,9,4,2,2,2.0
2016,120015000137,120015000137,1200150,12,-1,4,2,0.0
2015,262874006435,262874006435,2628740,26,99,3,2,140.0
2014,261725008228,261725008228,2617250,26,99,5,1,0.0
2002,411008000227,411008000227,4110080,41,9,5,1,-1.0
2018,482679007475,482679007475,4826790,48,7,1,99,0.0
2009,360630000412,360630000412,3606300,36,5,4,99,0.0
2009,490042000195,490042000195,4900420,49,9,7,99,0.0
2003,390446101485,390446101485,3904461,39,12,2,99,9.0
2016,362190003113,362190003113,3621900,36,11,3,99,0.0
2008,130279001201,130279001201,1302790,13,10,3,99,3.0
2017,62805004239,62805004239,628050,6,1,7,99,18.0
2007,272811001237,272811001237,2728110,27,2,5,2,0.0
2013,263426006962,263426006962,2634260,26,8,99,1,117.0
2005,40041602374,40041602374,400416,4,0,5,1,0.0
2015,370204000900,370204000900,3702040,37,3,99,1,38.0
2006,370117000485,370117000485,3701170,37,3,4,99,0.0
2000,80480001605,80480001605,804800,8,3,2,2,0.0
2015,390449001825,390449001825,3904490,39,12,2,99,0.0
2015,390011903854,390011903854,3900119,39,4,4,1,0.0
2002,240060001218,240060001218,2400600,24,10,5,2,1.0
2011,341038004018,341038004018,3410380,34,8,7,99,0.0
2000,401725000815,401725000815,4017250,40,5,2,99,7.0
2005,490003000911,490003000911,4900030,49,99,99,2,76.0
2012,320012000134,320012000134,3200120,32,99,3,1,1.0
2009,530396002522,530396002522,5303960,53,2,5,1,1.0
2006,360008805559,360008805559,3600088,36,11,3,99,52.0
2018,63360008760,63360008760,633600,6,3,9,99,0.0
2016,100005500363,100005500363,1000055,10,12,5,2,0.0
2007,280162000251,280162000251,2801620,28,5,4,2,0.0
2018,210249000525,210249000525,2102490,21,6,4,2,2.0
2015,60243008784,60243008784,602430,6,1,3,99,86.0
2018,370327001218,370327001218,3703270,37,7,2,1,6.0
1999,180555002354,180555002354,1805550,18,8,1,99,205.0
1998,280435000821,280435000821,2804350,28,12,2,99,2.0
2014,482403002658,482403002658,4824030,48,11,7,2,6.0
1994,440078000178,440078000178,4400780,44,99,5,99,0.0
2015,402868029736,402868029736,4028680,40,1,6,99,0.0
2012,62769004173,62769004173,627690,6,5,3,2,36.0
2016,62271013527,62271013527,622710,6,9,5,99,0.0
2013,62569007783,62569007783,625690,6,1,2,99,1.0
2018,551464003075,551464003075,5514640,55,-1,2,99,1.0
2005,191533000923,191533000923,1915330,19,2,5,1,0.0
2012,40006701901,40006701901,400067,4,99,3,99,7.0
2014,300065400604,300065400604,3000654,30,4,99,99,27.0
2000,80345001529,80345001529,803450,8,11,5,1,0.0
2016,62334012280,62334012280,623340,6,5,6,99,0.0
2017,362079000373,362079000373,3620790,36,3,99,9,0.0
2005,720003000567,720003000567,7200030,72,99,5,99,0.0
2006,480744009396,480744009396,4807440,48,-1,4,2,0.0
2012,62271002848,62271002848,622710,6,3,2,1,0.0
2012,210111000213,210111000213,2101110,21,4,99,2,23.0
2014,130396002587,130396002587,1303960,13,4,6,2,0.0
2005,370084000331,370084000331,3700840,37,2,2,99,77.0
2008,110003000034,110003000034,1100030,11,1,6,2,-2.0
2018,120156001596,120156001596,1201560,12,6,1,2,57.0
2012,291140001990,291140001990,2911400,29,7,7,1,0.0
2006,130261001158,130261001158,1302610,13,1,3,1,15.0
2009,240051001555,240051001555,2400510,24,-1,2,2,22.0
2016,361155000911,361155000911,3611550,36,5,1,1,19.0
1989,292706001673,292706001673,2927060,29,99,4,99,-2.0
2016,80435000625,80435000625,804350,8,1,7,99,4.0
2012,484496004795,484496004795,4844960,48,1,99,99,0.0
2018,370297001260,370297001260,3702970,37,0,2,1,14.0
2011,720003001842,720003001842,7200030,72,12,5,2,0.0
2017,590005100004,590005100004,5900051,59,6,9,99,0.0
2010,250972001539,250972001539,2509720,25,99,3,1,4.0
2016,360009204811,360009204811,3600092,36,1,2,2,6.0
2014,210081000163,210081000163,2100810,21,11,3,1,0.0
1994,402193001094,402193001094,4021930,40,11,99,99,66.0
2003,720003001311,720003001311,7200030,72,0,99,2,10.0
2011,160006000768,160006000768,1600060,16,10,4,2,0.0
2011,10105000281,10105000281,101050,1,3,1,2,31.0
2015,191223002122,191223002122,1912230,19,5,7,1,0.0
2005,421905001430,421905001430,4219050,42,1,5,1,0.0
1989,210054000093,210054000093,2100540,21,3,99,99,35.0
2008,460264000017,460264000017,4602640,46,99,7,2,-2.0
2000,240051001109,240051001109,2400510,24,0,5,1,0.0
2016,341146002884,341146002884,3411460,34,3,5,99,0.0
2001,60261000163,60261000163,602610,6,2,1,2,3.0
2012,171929002218,171929002218,1719290,17,2,6,2,0.0
2018,551266001668,551266001668,5512660,55,3,7,1,
2011,360831000611,360831000611,3608310,36,99,5,1,0.0
2010,360015302814,360015302814,3600153,36,2,6,2,0.0
2004,220072000513,220072000513,2200720,22,0,3,2,3.0
2016,40708001879,40708001879,407080,4,8,4,1,0.0
2014,360010202093,360010202093,3600102,36,1,5,2,0.0
2006,61392001595,61392001595,613920,6,6,3,99,81.0
2016,262784006363,262784006363,2627840,26,99,7,1,8.0
2015,490036000230,490036000230,4900360,49,3,5,1,0.0
2016,360008701748,360008701748,3600087,36,15,1,1,0.0
2014,270031804296,270031804296,2700318,27,9,4,2,0.0
2018,470360001505,470360001505,4703600,47,2,5,1,
2010,50621001400,50621001400,506210,5,5,2,2,16.0
2006,481965005987,481965005987,4819650,48,2,4,99,30.0
2017,530486000734,530486000734,5304860,53,5,9,9,0.0
1998,720003001132,720003001132,7200030,72,8,1,99,0.0
2017,130537001755,130537001755,1305370,13,-1,6,99,0.0
2003,173451003583,173451003583,1734510,17,99,5,99,1.0
1998,490036000245,490036000245,4900360,49,6,5,99,0.0
2002,381293000733,381293000733,3812930,38,7,5,2,0.0
2018,390481203119,390481203119,3904812,39,3,6,1,0.0
2013,341629003248,341629003248,3416290,34,0,99,2,7.0
1991,10219000827,10219000827,102190,1,99,4,99,1.0
2005,300264000029,300264000029,3002640,30,0,99,2,2.0
2018,320006000596,320006000596,3200060,32,3,99,1,38.0
2016,250405000551,250405000551,2504050,25,15,3,99,0.0
1987,550645000700,550645000700,5506450,55,99,5,99,3.0
2010,231424000577,231424000577,2314240,23,99,7,1,0.0
2010,292850001760,292850001760,2928500,29,3,1,2,11.0
2011,483933021157,483933021157,4839330,48,99,4,99,0.0
2010,240009001665,240009001665,2400090,24,8,99,2,38.0
2003,60744008539,60744008539,607440,6,7,3,1,19.0
2010,340783002812,340783002812,3407830,34,2,1,1,5.0
2014,240009000203,240009000203,2400090,24,12,5,99,0.0
2008,341011003990,341011003990,3410110,34,2,99,1,26.0
2011,210408001039,210408001039,2104080,21,99,3,1,7.0
2010,340102003746,340102003746,3401020,34,2,1,1,14.0
2008,360010302110,360010302110,3600103,36,3,99,2,41.0
2000,40129000071,40129000071,401290,4,1,1,2,2.0
2018,260672007511,260672007511,2606720,26,3,3,2,1.0
2014,362157003062,362157003062,3621570,36,4,99,2,33.0
2017,40906001116,40906001116,409060,4,3,99,99,87.0
2002,50996000731,50996000731,509960,5,7,99,1,10.0
2017,130288004150,130288004150,1302880,13,7,1,1,1.0
2010,370177000733,370177000733,3701770,37,-1,5,99,4.0
2010,201226001463,201226001463,2012260,20,1,4,1,0.0
2018,260990004478,260990004478,2609900,26,5,99,9,0.0
2017,341575005406,341575005406,3415750,34,2,2,2,
2010,317482001376,317482001376,3174820,31,0,5,1,0.0
2014,300387000075,300387000075,3003870,30,99,99,2,156.0
1999,120039002137,120039002137,1200390,12,0,2,1,0.0
2003,60300000236,60300000236,603000,6,15,2,1,2.0
2013,10027001716,10027001716,100270,1,2,7,2,1.0
2004,401383000653,401383000653,4013830,40,15,99,1,2.0
2002,510225002283,510225002283,5102250,51,-1,4,1,0.0
2007,293075002122,293075002122,2930750,29,99,2,2,1.0
2016,484233004829,484233004829,4842330,48,7,2,2,35.0
2004,420696004680,420696004680,4206960,42,6,99,1,50.0
2018,292061001106,292061001106,2920610,29,8,6,1,
2004,280255000498,280255000498,2802550,28,7,3,1,1.0
2009,720003000977,720003000977,7200030,72,6,1,2,0.0
2016,482331007893,482331007893,4823310,48,8,99,9,0.0
1999,130438001567,130438001567,1304380,13,8,5,99,0.0
1999,390437600398,390437600398,3904376,39,11,99,2,88.0
2009,350015000137,350015000137,3500150,35,0,3,99,32.0
2011,540045001186,540045001186,5400450,54,99,5,99,1.0
2009,421917000416,421917000416,4219170,42,12,1,99,64.0
2015,261884005562,261884005562,2618840,26,9,4,2,7.0
2015,341125001168,341125001168,3411250,34,6,1,1,2.0
2007,720003000541,720003000541,7200030,72,1,5,99,0.0
2016,490042000722,490042000722,4900420,49,7,9,99,0.0
2018,60184512750,60184512750,601845,6,8,7,99,0.0
2009,530108000180,530108000180,5301080,53,6,6,2,-2.0
2013,341770000313,341770000313,3417700,34,7,6,2,1.0
2016,370014302924,370014302924,3700143,37,99,9,99,0.0
2007,130135000581,130135000581,1301350,13,9,5,99,0.0
2008,390490503476,390490503476,3904905,39,99,7,1,-2.0
1995,261098004555,261098004555,2610980,26,99,4,99,0.0
2004,411004000938,411004000938,4110040,41,4,99,1,12.0
2006,200501001784,200501001784,2005010,20,10,2,99,0.0
2010,60813011489,60813011489,608130,6,12,7,2,0.0
2002,340264001402,340264001402,3402640,34,15,2,1,3.0
1998,482661002994,482661002994,4826610,48,5,4,99,0.0
1998,120087000925,120087000925,1200870,12,8,2,99,65.0
2016,341770006077,341770006077,3417700,34,5,1,99,49.0
2001,484182004770,484182004770,4841820,48,99,1,1,327.0
2003,362058002349,362058002349,3620580,36,3,5,99,0.0
2015,390476902944,390476902944,3904769,39,1,99,99,17.0
1998,231050000314,231050000314,2310500,23,2,1,2,21.0
2008,317773001663,317773001663,3177730,31,7,1,99,5.0
2018,150003000108,150003000108,1500030,15,15,99,99,10.0
2001,240021000547,240021000547,2400210,24,8,1,99,291.0
2017,62271003369,62271003369,622710,6,1,7,1,
2004,170582004540,170582004540,1705820,17,99,3,1,1.0
1993,484008004545,484008004545,4840080,48,7,99,99,4.0
2015,130255003917,130255003917,1302550,13,7,1,2,69.0
2009,481218011540,481218011540,4812180,48,4,6,99,0.0
2000,63898006535,63898006535,638980,6,15,99,2,5.0
2017,410280001017,410280001017,4102800,41,1,99,9,0.0
2011,340008800600,340008800600,3400088,34,9,7,1,-1.0
2009,482145008400,482145008400,4821450,48,99,5,1,0.0
2013,720003001949,720003001949,7200030,72,3,4,2,0.0
2006,401416000670,401416000670,4014160,40,7,5,99,22.0
2009,450090000097,450090000097,4500900,45,0,7,2,-2.0
2014,120162003791,120162003791,1201620,12,99,99,2,224.0
2012,62256002773,62256002773,622560,6,3,7,99,1.0
2013,170561005263,170561005263,1705610,17,99,7,1,6.0
2012,470447001782,470447001782,4704470,47,8,7,1,0.0
2009,190678000285,190678000285,1906780,19,12,6,99,0.0
2014,61035008661,61035008661,610350,6,6,1,1,2.0
2004,60000710348,60000710348,600007,6,4,99,99,21.0
2007,62664011271,62664011271,626640,6,10,1,1,1.0
2017,251113001822,251113001822,2511130,25,2,3,1,39.0
2018,402172001077,402172001077,4021720,40,2,99,9,0.0
1998,262619006270,262619006270,2626190,26,0,3,2,-1.0
2007,420006400530,420006400530,4200064,42,9,3,1,0.0
2012,120018002081,120018002081,1200180,12,5,6,1,0.0
1994,62667009590,62667009590,626670,6,99,4,99,60.0
2015,421899003650,421899003650,4218990,42,2,5,2,0.0
2004,290609000147,290609000147,2906090,29,10,99,1,6.0
2003,64200006883,64200006883,642000,6,1,2,99,4.0
2016,290643000160,290643000160,2906430,29,4,5,99,0.0
2003,390437504266,390437504266,3904375,39,10,5,1,0.0
2008,62271002841,62271002841,622710,6,5,6,99,0.0
2012,370002902321,370002902321,3700029,37,7,1,2,5.0
2016,482442002716,482442002716,4824420,48,6,99,2,164.0
1997,173451003581,173451003581,1734510,17,99,3,99,61.0
2013,482574002902,482574002902,4825740,48,2,2,1,3.0
2014,172771002931,172771002931,1727710,17,99,3,2,38.0
2003,261215004923,261215004923,2612150,26,3,3,1,13.0
2012,63315005154,63315005154,633150,6,9,4,1,16.0
2000,483873002942,483873002942,4838730,48,3,5,2,0.0
2008,40906000941,40906000941,409060,4,2,2,1,3.0
2014,420006200504,420006200504,4200062,42,9,6,2,0.0
2006,590001100087,590001100087,5900011,59,8,2,1,0.0
2013,320048000388,320048000388,3200480,32,3,5,2,3.0
2002,251113000901,251113000901,2511130,25,12,2,99,74.0
1996,201056001482,201056001482,2010560,20,99,1,99,133.0
2000,250294000367,250294000367,2502940,25,3,3,1,-1.0
2016,483042007028,483042007028,4830420,48,99,9,9,0.0
2002,261980005635,261980005635,2619800,26,4,2,2,0.0
1999,380002100308,380002100308,3800021,38,5,4,1,0.0
2015,340390002522,340390002522,3403900,34,9,5,2,-1.0
2012,360010301966,360010301966,3600103,36,6,1,99,344.0
2005,482190002208,482190002208,4821900,48,7,3,2,4.0
2014,40028002186,40028002186,400280,4,7,4,1,0.0
2018,291548000707,291548000707,2915480,29,-1,6,99,0.0
2014,69103407192,69103407192,691034,6,4,4,99,1.0
2011,120042007963,120042007963,1200420,12,4,6,1,0.0
2001,63462008283,63462008283,634620,6,0,1,99,119.0
2015,317482001354,317482001354,3174820,31,12,7,99,31.0
2016,40775002357,40775002357,407750,4,11,99,1,309.0
2010,390442801211,390442801211,3904428,39,0,4,99,2.0
2014,410166001114,410166001114,4101660,41,4,6,2,0.0
2010,450231000574,450231000574,4502310,45,10,1,2,137.0
2017,482442007259,482442007259,4824420,48,99,6,2,0.0
2018,262742001590,262742001590,2627420,26,6,99,9,0.0
2017,120129002619,120129002619,1201290,12,2,6,1,0.0
1995,450243001428,450243001428,4502430,45,2,99,99,74.0
2009,63432007347,63432007347,634320,6,5,3,99,3.0
2015,130453001392,130453001392,1304530,13,5,3,1,3.0
2002,171665001969,171665001969,1716650,17,99,5,1,0.0
2014,173051003172,173051003172,1730510,17,0,3,2,2.0
2005,560073000535,560073000535,5600730,56,8,1,1,16.0
1987,68450007061,68450007061,684500,6,2,99,99,91.0
